Country Name,year,percent_gdp,percent_net_exports,percent_consumption,percent_government,percent_investment,component_sum
Fiji,2009,1,NA,NA,NA,NA,NA
Fiji,2010,1,NA,NA,NA,NA,NA
Fiji,2011,1,NA,NA,NA,NA,NA
Fiji,2012,1,NA,NA,NA,NA,NA
Fiji,2013,1,NA,NA,NA,NA,NA
Fiji,2014,1,NA,NA,NA,NA,NA
Fiji,2015,1,NA,NA,NA,NA,NA
Fiji,2016,1,NA,NA,NA,NA,NA
Fiji,2017,1,NA,NA,NA,NA,NA
Fiji,2018,1,NA,NA,NA,NA,NA
Fiji,2019,1,NA,NA,NA,NA,NA
Fiji,2020,1,NA,NA,NA,NA,NA
Fiji,2021,1,NA,NA,NA,NA,NA
Fiji,2022,1,NA,NA,NA,NA,NA
Fiji,2023,1,NA,NA,NA,NA,NA
Grenada,1991,1,NA,NA,NA,NA,NA
Grenada,1992,1,NA,NA,NA,NA,NA
Grenada,1993,1,NA,NA,NA,NA,NA
Grenada,1994,1,NA,NA,NA,NA,NA
Grenada,1995,1,NA,NA,NA,NA,NA
Grenada,1996,1,NA,NA,NA,NA,NA
Grenada,1997,1,NA,NA,NA,NA,NA
Grenada,1998,1,NA,NA,NA,NA,NA
Grenada,1999,1,NA,NA,NA,NA,NA
Grenada,2000,1,NA,NA,NA,NA,NA
Grenada,2001,1,NA,NA,NA,NA,NA
Grenada,2002,1,NA,NA,NA,NA,NA
Grenada,2003,1,NA,NA,NA,NA,NA
Grenada,2004,1,NA,NA,NA,NA,NA
Grenada,2005,1,NA,NA,NA,NA,NA
Grenada,2006,1,NA,NA,NA,NA,NA
Grenada,2007,1,NA,NA,NA,NA,NA
Grenada,2008,1,NA,NA,NA,NA,NA
Grenada,2009,1,NA,NA,NA,NA,NA
Grenada,2010,1,NA,NA,NA,NA,NA
Grenada,2011,1,NA,NA,NA,NA,NA
Grenada,2012,1,NA,NA,NA,NA,NA
Grenada,2013,1,NA,NA,NA,NA,NA
Grenada,2014,1,NA,NA,NA,NA,NA
Grenada,2015,1,NA,NA,NA,NA,NA
Grenada,2016,1,NA,NA,NA,NA,NA
Grenada,2017,1,NA,NA,NA,NA,NA
Grenada,2018,1,NA,NA,NA,NA,NA
Grenada,2019,1,NA,NA,NA,NA,NA
Grenada,2020,1,NA,NA,NA,NA,NA
Grenada,2021,1,NA,NA,NA,NA,NA
Grenada,2022,1,NA,NA,NA,NA,NA
Grenada,2023,1,NA,NA,NA,NA,NA
Guinea-Bissau,1991,1,NA,NA,NA,NA,NA
Guinea-Bissau,1992,1,NA,NA,NA,NA,NA
Guinea-Bissau,1993,1,NA,NA,NA,NA,NA
Guinea-Bissau,1994,1,NA,NA,NA,NA,NA
Guinea-Bissau,1995,1,NA,NA,NA,NA,NA
Guinea-Bissau,1996,1,NA,NA,NA,NA,NA
Guinea-Bissau,1997,1,NA,NA,NA,NA,NA
Guinea-Bissau,1998,1,-0.5827167126675448,0.8530885019657676,-0.020436038120529364,0.7501704062000046,1.0001061573776981
Guinea-Bissau,1999,1,-0.01921453159810394,0.7736425364816434,0.2099114419071434,0.03550620780209793,0.9998456545927806
Guinea-Bissau,2000,1,-1.350786709369871,-3.6381860270943323,-0.4188046321665596,6.405700350892856,0.9979229822620925
Guinea-Bissau,2001,1,-0.030640470448472047,1.264951065351425,-0.08377721075685672,-0.15106773408750965,0.9994656500585867
Guinea-Bissau,2002,1,1.092901817730935,-1.3353107711178562,0.146215561686905,1.0954853028172913,0.9992919111172751
Guinea-Bissau,2003,1,-14.334150007565865,28.26466794781722,-2.4440095937146404,-10.480154708031701,1.0063536385050131
Guinea-Bissau,2004,1,-6.978171333520924,13.567925918168903,-0.22295090152684366,-5.369078055344184,0.9977256277769513
Guinea-Bissau,2005,1,0.8379546867423833,0.002676941886807802,0.26666505592136713,-0.10755447499166941,0.9997422095588888
Guinea-Bissau,2006,1,-2.545265681106242,2.8234755025866134,-0.03755542870186464,0.7583582023939275,0.9990125951724345
Guinea-Bissau,2007,1,0.15120030018849062,-0.770837616516959,0.10787750664295528,1.5109136280910929,0.9991538184055797
Guinea-Bissau,2008,1,-0.8153490146320942,2.5482127359527835,-0.23644866060423073,-0.4978709368387605,0.9985441238776981
Guinea-Bissau,2009,1,3.0385281660479375,-3.098490773737876,0.8119870878637943,0.24875564781668805,1.0007801279905437
Guinea-Bissau,2010,1,-0.5306488465560683,0.8804275126948087,0.21642466774502264,0.42901416538922293,0.995217499272986
Guinea-Bissau,2011,1,0.8290694475864702,0.27005010338841573,0.07598946406497449,-0.17566779163310595,0.9994412234067545
Guinea-Bissau,2012,1,1.1669252980957223,1.1117880185125495,0.4928014019271663,-1.7630146041348456,1.0085001144005925
Guinea-Bissau,2013,1,1.0839932971370732,-0.13258145702925764,0.06810120587629637,-0.5026968635796352,0.5168161824044768
Guinea-Bissau,2014,1,-2.1623533086365216,-0.44786203742248776,2.509654345398772,0.7046087117094378,0.6040477110492004
Guinea-Bissau,2015,1,-0.3435559388165896,1.5092026232057862,0.30086612056345735,0.07199704911227423,1.5385098540649282
Guinea-Bissau,2016,1,-0.5247552138076008,0.7338053880621787,0.22661392930242857,0.29653703601261255,0.7322011395696189
Guinea-Bissau,2017,1,-0.2871711589510608,0.7418595080928487,0.1117871522264786,0.41408016779182916,0.9805556691600956
Guinea-Bissau,2018,1,1.5740151077708942,1.5459584878124077,0.7453925151080011,0.8947081414581205,4.7600742521494235
Guinea-Bissau,2019,1,-2.080032816401735,1.5213572911720843,0.21841233741615554,1.244236678223323,0.903973490409828
Guinea-Bissau,2020,1,0.5472709551656905,-1.6128979857050025,1.0849577647823239,0.05393112410656356,0.07326185834957544
Guinea-Bissau,2021,1,0.4505215893475769,1.3894017689523652,0.10226634926164635,-0.5616714083880071,1.3805182991735814
Guinea-Bissau,2022,1,-1.3024638496733583,1.4214724376697367,-0.06312544346847343,0.14677888967727695,0.20266203420518214
Guinea-Bissau,2023,1,0.15403422982885018,-0.21459947785006928,-0.08737723260536247,0.28301769508101626,0.1350752144544347
Guyana,1991,1,NA,NA,NA,NA,NA
Guyana,1992,1,NA,NA,NA,NA,NA
Guyana,1993,1,NA,NA,NA,NA,NA
Guyana,1994,1,NA,NA,NA,NA,NA
Guyana,1995,1,NA,NA,NA,NA,NA
Guyana,1996,1,NA,NA,NA,NA,NA
Guyana,1997,1,NA,NA,NA,NA,NA
Guyana,1998,1,NA,NA,NA,NA,NA
Guyana,1999,1,NA,NA,NA,NA,NA
Guyana,2000,1,NA,NA,NA,NA,NA
Guyana,2001,1,NA,NA,NA,NA,NA
Guyana,2002,1,NA,NA,NA,NA,NA
Guyana,2003,1,NA,NA,NA,NA,NA
Guyana,2004,1,NA,NA,NA,NA,NA
Guyana,2005,1,NA,NA,NA,NA,NA
Guyana,2006,1,NA,NA,NA,NA,NA
Guyana,2007,1,NA,NA,NA,NA,NA
Guyana,2008,1,NA,NA,NA,NA,NA
Guyana,2009,1,NA,NA,NA,NA,NA
Guyana,2010,1,NA,NA,NA,NA,NA
Guyana,2011,1,NA,NA,NA,NA,NA
Guyana,2012,1,NA,NA,NA,NA,NA
Guyana,2013,1,NA,NA,NA,NA,NA
Guyana,2014,1,NA,NA,NA,NA,NA
Guyana,2015,1,NA,NA,NA,NA,NA
Guyana,2016,1,NA,NA,NA,NA,NA
Guyana,2017,1,NA,NA,NA,NA,NA
Guyana,2018,1,NA,NA,NA,NA,NA
Guyana,2019,1,NA,NA,NA,NA,NA
Guyana,2020,1,NA,NA,NA,NA,NA
Guyana,2021,1,NA,NA,NA,NA,NA
Guyana,2022,1,NA,NA,NA,NA,NA
Guyana,2023,1,NA,NA,NA,NA,NA
Haiti,1991,1,0.3561077369312349,-1.4099369362391543,0.27556987676082106,NA,NA
Haiti,1992,1,0.0734005229402843,0.6988961976663713,-0.021056852417617854,NA,NA
Haiti,1993,1,0.36919794737636374,-1.0672602502705326,-0.02856338539202411,NA,NA
Haiti,1994,1,-0.011748630928091678,0.570486160950613,-0.01049887542560936,NA,NA
Haiti,1995,1,-0.47015675917743943,1.237245692900903,-0.004422292566398296,NA,NA
Haiti,1996,1,-0.7487608745657587,2.6371506509169804,0.0157652059231278,NA,NA
Haiti,1997,1,-0.17298261026741482,0.9904460924526407,-0.001761720925590253,NA,NA
Haiti,1998,1,0.08182497241857713,1.2443621319022553,0.02669777513680765,NA,NA
Haiti,1999,1,-1.0951885576519946,2.8097499422607632,0.004268942247726821,NA,NA
Haiti,2000,1,-8.196892043908413,16.137700168350523,0.07817338751460849,NA,NA
Haiti,2001,1,-1.9331388673786436,-0.8115752086397662,-2.0324904861224953,5.083425000134538,0.30622043799363263
Haiti,2002,1,0.6880837544445952,0.6674034456786277,0.9005064083496344,-1.1585774768147719,1.0974161316580855
Haiti,2003,1,0.047136962254360586,0.5325728152218835,0.03072328303200825,0.45420725705031934,1.0646403175585717
Haiti,2004,1,0.49491610547855586,1.0711920133515704,0.15099749577978855,-0.5799415337414774,1.1371640808684373
Haiti,2005,1,0.49361611571140523,0.837642134714919,-0.32860560123567256,-0.024196931043254294,0.9784557181473974
Haiti,2006,1,-2.925764990879877,0.7247714956598393,0.04180006404350396,2.7073795334918107,0.5481861023152774
Haiti,2007,1,0.8746856242894236,0.6306250584431531,0.08207656327253937,-0.4321030673639386,1.1552841786411774
Haiti,2008,1,-0.9863318303434061,0.16966971378352727,0.4137630216678189,1.2529205634568281,0.8500214685647682
Haiti,2009,1,-0.16427365829907375,1.5143793038348818,0.004781480743997362,-0.28499716742221554,1.0698899588575899
Haiti,2010,1,1.3427060261784105,1.1393480691855236,-0.006635413964674711,-1.2985466235674532,1.1768720578318062
Haiti,2011,1,1.5756317526923258,0.6591344615727057,0.08492224727521915,-0.9524104942084035,1.3672779673318471
Haiti,2012,1,4.513264221431495,2.089871730376333,1.2116754605865006,-6.133621903837397,1.681189508556932
Haiti,2013,1,-0.6047603282231031,1.2369526011837897,0.028789071363131254,0.33893729030843117,0.9999186346322491
Haiti,2014,1,0.45144486684231505,-0.007016081919498251,0.17380705805066615,0.32881516830441154,0.9470510112778945
Haiti,2015,1,-1.244752124995462,2.9727327778112898,0.8196332268185522,-1.2762704439539272,1.2713434356804525
Haiti,2016,1,-2.6548185435561975,2.9621560404969047,0.35553981647985905,0.34041467672251824,1.0032919901430843
Haiti,2017,1,-1.6435547126773702,2.0015561511046216,0.05133257202390844,0.5844831490267078,0.993817159477868
Haiti,2018,1,-1.1038033137933603,2.5127130245945315,0.21665114418008183,-0.4883723005996561,1.1371885543815967
Haiti,2019,1,1.1765296647837733,0.6221545416363166,0.4405641580196654,-1.1145240512764365,1.124724313163319
Haiti,2020,1,-1.0476098782157968,1.2885557854641665,-0.2768150648994891,1.1612875357010375,1.1254183780499185
Haiti,2021,1,-0.43115886539365883,-0.6882435411390413,-0.5121436047839228,2.106952918585029,0.4754069072684061
Haiti,2022,1,0.9276940838100511,0.4563503379259871,-1.108482585885602,0.560284545215951,0.8358463810663872
Haiti,2023,1,0.37436483832801015,-0.04556988170975381,-0.22763050853576025,0.8275583683310925,0.9287228164135886
Jamaica,1991,1,NA,NA,NA,NA,NA
Jamaica,1992,1,NA,NA,NA,NA,NA
Jamaica,1993,1,NA,NA,NA,NA,NA
Jamaica,1994,1,NA,NA,NA,NA,NA
Jamaica,1995,1,NA,NA,NA,NA,NA
Jamaica,1996,1,NA,NA,NA,NA,NA
Jamaica,1997,1,NA,NA,NA,NA,NA
Jamaica,1998,1,NA,NA,NA,NA,NA
Jamaica,1999,1,NA,NA,NA,NA,NA
Jamaica,2000,1,NA,NA,NA,NA,NA
Jamaica,2001,1,NA,NA,NA,NA,NA
Jamaica,2002,1,NA,NA,NA,NA,NA
Jamaica,2003,1,NA,NA,NA,NA,NA
Jamaica,2004,1,NA,NA,NA,NA,NA
Jamaica,2005,1,NA,NA,NA,NA,NA
Jamaica,2006,1,NA,NA,NA,NA,NA
Jamaica,2007,1,NA,NA,NA,NA,NA
Jamaica,2008,1,1.7903607272725377,-3.261286247966578,-0.23686725875993575,2.540696316395604,0.8329035369416279
Jamaica,2009,1,-2.654124242914896,2.2620860447282016,0.22575138082654742,1.0009919037601482,0.8347050864000014
Jamaica,2010,1,-0.07167416890533253,0.7002123881463943,-0.01859728667965582,0.36787621798416004,0.9778171505455661
Jamaica,2011,1,-1.5514059892885332,1.8304647239252547,-0.1257566285996289,0.9689258661428738,1.1222279721799664
Jamaica,2012,1,-2.6066032160506896,1.3554791182544181,-0.04194523707819059,1.7658219602200318,0.47275262534556983
Jamaica,2013,1,0.29465216180989523,-1.1170510849514208,-0.7876321242635832,2.2774375571580565,0.6674065097529478
Jamaica,2014,1,0.48640345845396477,-1.0206632165326972,-0.09073074542353113,0.9633250060139085,0.3383345025116449
Jamaica,2015,1,2.5188376578494807,-0.09025258930477993,-0.02256967307934683,-1.175784477406377,1.230230918058977
Jamaica,2016,1,0.6903814323306219,-0.093142853493991,0.13259230091558166,0.011307707289117315,0.7411385870413298
Jamaica,2017,1,-1.0995469043424138,0.9392484214962842,0.0981547077825179,0.9745079578787879,0.9123641828151763
Jamaica,2018,1,-0.14058443894735495,0.4186036641500436,-0.017111647964093705,0.6583217537830278,0.9192293310216226
Jamaica,2019,1,-0.9575539571711343,0.9094968364862478,0.2654155833938954,0.47015060356866595,0.6875090662776747
Jamaica,2020,1,NA,NA,NA,NA,NA
Jamaica,2021,1,NA,NA,NA,NA,NA
Jamaica,2022,1,NA,NA,NA,NA,NA
Jamaica,2023,1,NA,NA,NA,NA,NA
Kiribati,1991,1,-3.0400632190572465,NA,NA,NA,NA
Kiribati,1992,1,-1.3275146940660012,NA,NA,NA,NA
Kiribati,1993,1,-153.42165253268598,NA,NA,NA,NA
Kiribati,1994,1,8.12001207609155,NA,NA,NA,NA
Kiribati,1995,1,-6.735299738180228,NA,NA,NA,NA
Kiribati,1996,1,-76.95443521358663,NA,NA,NA,NA
Kiribati,1997,1,3.4359700515072316,NA,NA,NA,NA
Kiribati,1998,1,1.0201357743130661,NA,NA,NA,NA
Kiribati,1999,1,2.596573558483776,NA,NA,NA,NA
Kiribati,2000,1,-1.3676271516306555,NA,NA,NA,NA
Kiribati,2001,1,0.11868981678650703,NA,NA,NA,NA
Kiribati,2002,1,-7.750005564553562,NA,NA,NA,NA
Kiribati,2003,1,-7.966536072029175,NA,NA,NA,NA
Kiribati,2004,1,2.1343009050494057,NA,NA,NA,NA
Kiribati,2005,1,-17.620141354292695,NA,NA,NA,NA
Kiribati,2006,1,3.8319516831113742,NA,NA,NA,NA
Kiribati,2007,1,0.9773181180064874,-0.12601040598591554,0.6196295440888653,0.21376191069617478,1.684699166805612
Kiribati,2008,1,-0.9336905085185648,0.9496547240773393,0.25328880291139244,0.8466755173398766,1.1159285358100433
Kiribati,2009,1,7.92973277150593,-10.834265027530932,5.365136457301222,4.8471493923737565,7.307753593649976
Kiribati,2010,1,2.107869720881489,0.5278338775762348,-3.9868087235418463,-0.9538103002072853,-2.304915425291408
Kiribati,2011,1,-2.4421666812085534,2.262475145553531,0.7178787681986591,1.2935398352330276,1.8317270677766646
Kiribati,2012,1,-1.2947005893455794,0.31847130963103143,0.5747689620532701,1.284798769594625,0.8833384519333471
Kiribati,2013,1,-1.0956395892658826,0.8994876211416492,0.04240048413461223,0.8091058629376504,0.6553543789480292
Kiribati,2014,1,-6.856221667409887,3.328177985914623,6.633033088402354,-0.47313314447836646,2.631856262428723
Kiribati,2015,1,-1.139338832213834,1.076408054378203,-0.08748673347542503,1.3748067794477978,1.2243892681367419
Kiribati,2016,1,-0.3414302393582941,1.0129533093983798,1.1460263202364815,-0.8327651725745525,0.9847842177020149
Kiribati,2017,1,-0.07436140110068747,0.9106289573710943,0.6212341008251967,-1.0628644520035235,0.39463720509208
Kiribati,2018,1,1.7383853253190589,0.43447193466533296,0.4668871135793611,-1.695717545302163,0.94402682826159
Kiribati,2019,1,-1.2612994133926578,2.8676116271555214,0.21734265984158885,-0.7285138096627461,1.0951410639417063
Kiribati,2020,1,-18.317442941258143,7.502876193448705,6.7220814483272875,2.0207936536966975,-2.071691645785453
Kiribati,2021,1,-2.4445085302382723,2.967003357515576,-0.4259212009853337,0.6748272180639783,0.7714008443559481
Kiribati,2022,1,-4.6789646321347345,1.4935855356673018,3.3235446825495503,0.3381245949374251,0.476290181019543
Kiribati,2023,1,-0.31537752758875653,NA,NA,NA,NA
Maldives,1991,1,NA,NA,NA,NA,NA
Maldives,1992,1,NA,NA,NA,NA,NA
Maldives,1993,1,NA,NA,NA,NA,NA
Maldives,1994,1,NA,NA,NA,NA,NA
Maldives,1995,1,NA,NA,NA,NA,NA
Maldives,1996,1,NA,NA,NA,NA,NA
Maldives,1997,1,NA,NA,NA,NA,NA
Maldives,1998,1,NA,NA,NA,NA,NA
Maldives,1999,1,NA,NA,NA,NA,NA
Maldives,2000,1,NA,NA,NA,NA,NA
Maldives,2001,1,NA,NA,NA,NA,NA
Maldives,2002,1,NA,NA,NA,NA,NA
Maldives,2003,1,NA,NA,NA,NA,NA
Maldives,2004,1,NA,NA,NA,NA,NA
Maldives,2005,1,NA,NA,NA,NA,NA
Maldives,2006,1,NA,NA,NA,NA,NA
Maldives,2007,1,NA,NA,NA,NA,NA
Maldives,2008,1,NA,NA,NA,NA,NA
Maldives,2009,1,NA,NA,NA,NA,NA
Maldives,2010,1,NA,NA,NA,NA,NA
Maldives,2011,1,NA,NA,NA,NA,NA
Maldives,2012,1,NA,NA,NA,NA,NA
Maldives,2013,1,NA,NA,NA,NA,NA
Maldives,2014,1,NA,NA,NA,NA,NA
Maldives,2015,1,0.1514358147518889,0.14419741964300017,0.5298215065771709,0.9216827403385099,1.74713748131057
Maldives,2016,1,-0.3499312730052536,0.7847986818367569,0.09025372365152522,0.10928627622304764,0.6344074087060761
Maldives,2017,1,0.003680833422663697,0.781674993189428,-0.2686452063542822,0.33327658124130577,0.8499872014991152
Maldives,2018,1,-0.2762531524200415,0.5408281868657886,0.15283021720257267,0.9747735265002386,1.3921787781485584
Maldives,2019,1,0.442590110813652,0.44339620976549937,0.3541800641125352,-0.1503895067330919,1.0897768779585948
Maldives,2020,1,0.20623885210679258,0.2221061527986496,0.03048675896254602,0.5673213849627997,1.0261531488307878
Maldives,2021,1,1.383890334569672,0.14350214850830187,0.03909359165946818,-0.02495716807476554,1.5415289066626765
Maldives,2022,1,-0.2135700127509861,0.5018116889932922,-0.06185324449148661,0.3487868185088161,0.5751752502596356
Maldives,2023,1,0.7722539947890144,1.0857759279635826,0.06003032406293651,-0.11616101212993377,1.8018992346855995
Marshall Islands,1991,1,NA,NA,NA,NA,NA
Marshall Islands,1992,1,NA,NA,NA,NA,NA
Marshall Islands,1993,1,NA,NA,NA,NA,NA
Marshall Islands,1994,1,NA,NA,NA,NA,NA
Marshall Islands,1995,1,NA,NA,NA,NA,NA
Marshall Islands,1996,1,NA,NA,NA,NA,NA
Marshall Islands,1997,1,NA,NA,NA,NA,NA
Marshall Islands,1998,1,NA,NA,NA,NA,NA
Marshall Islands,1999,1,NA,NA,NA,NA,NA
Marshall Islands,2000,1,NA,NA,NA,NA,NA
Marshall Islands,2001,1,NA,NA,NA,NA,NA
Marshall Islands,2002,1,NA,NA,NA,NA,NA
Marshall Islands,2003,1,NA,NA,NA,NA,NA
Marshall Islands,2004,1,NA,NA,NA,NA,NA
Marshall Islands,2005,1,-2.959633333333333,2.2994,0.31653333333333333,1.5554666666666654,1.2117666666666653
Marshall Islands,2006,1,-10.443666666666667,-25.93933333333333,11.85,51.083,26.550000000000004
Marshall Islands,2007,1,-0.3669206349206349,0.8136984126984127,0.8145714285714286,-0.5557619047619048,0.7055873015873015
Marshall Islands,2008,1,-1.1973805970149252,1.555783582089552,0.2516865671641791,0.7614402985074629,1.371529850746269
Marshall Islands,2009,1,-4.0067,0.20008333333333334,-0.06298333333333334,4.103949999999999,0.23434999999999917
Marshall Islands,2010,1,0.1948617021276596,0.029521276595747853,-0.09280851063829788,1.6246489361702134,1.7562234042553229
Marshall Islands,2011,1,-27.62811111111111,-5.478888888888856,-1.2325555555555554,40.99722222222223,6.657666666666707
Marshall Islands,2012,1,3.088782608695639,-0.8704782608695653,-1.7745652173913107,2.1426521739130435,2.5863913043478064
Marshall Islands,2013,1,-2.9552985074627,1.506507462686574,0.30377611940298643,2.4126865671641897,1.26767164179105
Marshall Islands,2014,1,-9.205173913043478,2.83004347826087,2.501,3.81495652173913,-0.05917391304347852
Marshall Islands,2015,1,-0.31191176470588233,-0.3019117647058824,0.9178529411764705,-1.38629411764706,-1.0822647058823542
Marshall Islands,2016,1,-1.9363478260869564,1.0646304347826088,1.901065217391301,2.036413043478262,3.0657608695652154
Marshall Islands,2017,1,-3.1232835820895524,2.207865671641791,0.34467164179104254,1.5629253731343284,0.9921791044776098
Marshall Islands,2018,1,-0.056700934579439255,-0.12122429906542055,0.9379813084112135,-0.2889345794392523,0.47112149532710135
Marshall Islands,2019,1,-3.077232558139539,0.47604186046511693,0.7440186046511632,3.3399348837209346,1.482762790697676
Marshall Islands,2020,1,-12.581650793650793,0.8338095238095238,1.3717777777777778,10.870126984126983,0.49406349206349276
Marshall Islands,2021,1,10.507851851851967,-2.3320000000000256,1.7313333333333525,0.9707777777777885,10.877962962963082
Marshall Islands,2022,1,6.646880000000001,-2.8354,3.9576800000000003,-1.7264800000000002,6.042680000000001
Marshall Islands,2023,1,-1.846689655172414,1.7440919540229887,1.4233448275862053,1.1852298850574714,2.5059770114942514
Mauritius,1991,1,0.8693715701533247,0.8262080424866736,0.24169784430903163,-0.10288212056269332,1.8343953363863366
Mauritius,1992,1,0.016814041348625398,0.5394285010549459,0.14890168911685017,0.15354221239145982,0.8586864439118813
Mauritius,1993,1,-0.17513152514471392,0.7554802079423774,0.22512481329476225,0.2251414385127582,1.030614934605184
Mauritius,1994,1,-0.550841633531694,1.017684314331197,0.15423776125645827,0.7242057047816731,1.3452861468376343
Mauritius,1995,1,1.3812151616307375,0.816657534829891,0.16171369172010513,-0.9771997470472861,1.3823866411334476
Mauritius,1996,1,-0.1368351429684651,0.6487541406149208,0.19527215148272625,0.5390445483598055,1.2462356974889874
Mauritius,1997,1,-0.7610491234200362,0.6547977964439999,-0.17749646704916464,0.42913460162526174,0.14538680760006084
Mauritius,1998,1,0.017859032208984545,0.7374541556115658,0.11043688934178945,-0.15091480678654068,0.7148352703757991
Mauritius,1999,1,-0.9564550175094907,1.1320895217066673,0.35633865149116156,1.8833628274745782,2.415335983162916
Mauritius,2000,1,0.5091099832630837,0.35038564805838224,0.17803043488940462,-0.23694135885275566,0.8005847073581148
Mauritius,2001,1,2.207355040967141,0.6272466867518945,0.19827225505190824,0.29692294422113646,3.3297969269920804
Mauritius,2002,1,-3.6978089249277626,1.4451269639396556,0.630174642438926,7.049388068583164e-4,-1.6218023797423227
Mauritius,2003,1,0.3649475142233257,0.5688476290039305,0.07873412852987464,0.49251129514139075,1.5050405668985216
Mauritius,2004,1,-1.0236261991852937,1.3644765436332686,0.1631142238093631,0.045979612415527935,0.5499441806728658
Mauritius,2005,1,0.6992598339830752,2.9917220064029317,0.4128808656698919,-0.3536458232866379,3.7502168827692612
Mauritius,2006,1,-1.0222031599843227,0.9459592325055018,0.15320913869448535,0.7721308820558465,0.849096093271511
Mauritius,2007,1,-0.160226565915904,0.6105399396559292,-0.08668258141191477,0.2494836632117731,0.6131144555398835
Mauritius,2008,1,0.14220115607963293,0.9642520697471435,-0.012236378968776987,0.05958544257171776,1.1538022894297173
Mauritius,2009,1,1.7549021354004442,0.49432920984998646,0.24043413558715301,0.6240391982865937,3.1137046791241776
Mauritius,2010,1,0.5199721606750584,0.4665813414814316,0.09061988682891978,-0.037654220410893134,1.0395191685745166
Mauritius,2011,1,-0.1304690827707332,0.4679128573174782,0.09451139962273497,0.07982377316492754,0.5117789473344075
Mauritius,2012,1,0.35188162743206214,0.588174115364594,0.11721317600204345,-0.05263633784842778,1.0046325809502719
Mauritius,2013,1,-0.9061803733510932,0.5847397102172904,0.07648431020789147,-0.1681159516023887,-0.4130723045283
Mauritius,2014,1,0.27025482967302256,0.5083125980520927,0.14909409876480867,-0.3184422953944126,0.6092192310955113
Mauritius,2015,1,-0.8990573181328673,0.580805017907808,0.06702205132080939,-0.27296166226193336,-0.5241919111661832
Mauritius,2016,1,-0.3856952642919737,0.5549634722672339,0.1613062342414619,0.16264325420537323,0.4932176964220954
Mauritius,2017,1,-0.18685165327857461,0.5899474005365788,0.03401413736371613,0.19577706590227664,0.6328869505239969
Mauritius,2018,1,0.1780582920710226,0.5732050370327182,0.1578701665661744,0.4656216267155257,1.3747551223854408
Mauritius,2019,1,-0.7284282283225464,0.7728651973856133,0.09366110305425843,0.30647267050439414,0.4445707426217195
Mauritius,2020,1,-0.13533523080181534,0.7485064034383535,0.004313299874680335,0.3275805154482655,0.945064987959484
Mauritius,2021,1,0.331176357893152,0.6267318131185616,-0.10329271950328892,0.6547830721275121,1.5093985236359369
Mauritius,2022,1,1.1345971110424444,0.2607755732369669,0.1094037542657083,0.15537930133079075,1.6601557398759104
Mauritius,2023,1,-0.24143438061058536,0.25319817562817404,-0.07945007828298448,0.7736548200557849,0.7059685367903892
"Micronesia, Fed. Sts.",1991,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1992,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1993,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1994,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1995,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1996,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1997,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1998,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1999,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2000,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2001,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2002,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2003,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2004,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2005,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2006,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2007,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2008,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2009,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2010,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2011,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2012,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2013,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2014,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2015,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2016,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2017,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2018,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2019,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2020,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2021,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2022,1,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2023,1,NA,NA,NA,NA,NA
Nauru,1991,1,NA,NA,NA,NA,NA
Nauru,1992,1,NA,NA,NA,NA,NA
Nauru,1993,1,NA,NA,NA,NA,NA
Nauru,1994,1,NA,NA,NA,NA,NA
